ENSGALG00000006891	ENSGALP00000011148	ENSGALG00000006833	ENSGALP00000011044	34.251	1.4499999999999993e-165
ENSGALG00000040840	ENSGALP00000062127	ENSGALG00000012488	ENSGALP00000020374	60.068000000000005	6.889999999999998e-136
ENSGALG00000046911	ENSGALP00000067085	ENSGALG00000051313	ENSGALP00000069553	99.774	0.0
ENSGALG00000009360	ENSGALP00000015229	ENSGALG00000009382	ENSGALP00000015272	62.678000000000004	0.0
ENSGALG00000020002	ENSGALP00000018878	ENSGALG00000011615	ENSGALP00000018953	50.558	0.0
ENSGALG00000041248	ENSGALP00000030917	ENSGALG00000032852	ENSGALP00000040822	98.413	3.37e-41
ENSGALG00000006108	ENSGALP00000009847	ENSGALG00000006127	ENSGALP00000009875	75.986	6.359999999999999e-130
ENSGALG00000054149	ENSGALP00000060074	ENSGALG00000051226	ENSGALP00000007042	99.679	0.0
ENSGALG00000007127	ENSGALP00000011533	ENSGALG00000007178	ENSGALP00000067072	61.00899999999999	0.0
ENSGALG00000007525	ENSGALP00000050943	ENSGALG00000007537	ENSGALP00000012175	38.621	1.4299999999999995e-128
ENSGALG00000035867	ENSGALP00000049856	ENSGALG00000007817	ENSGALP00000012673	42.181999999999995	5.159999999999999e-65
ENSGALG00000053428	ENSGALP00000068318	ENSGALG00000051040	ENSGALP00000066120	50.0	7.17e-24
ENSGALG00000029238	ENSGALP00000054295	ENSGALG00000004017	ENSGALP00000072319	57.895	8.669999999999999e-78
ENSGALG00000006947	ENSGALP00000011241	ENSGALG00000006976	ENSGALP00000051968	58.537	2.0999999999999996e-130
ENSGALG00000010427	ENSGALP00000016960	ENSGALG00000054252	ENSGALP00000045347	46.907	2.34e-48
ENSGALG00000001320	ENSGALP00000002016	ENSGALG00000001325	ENSGALP00000039219	78.072	0.0
ENSGALG00000004710	ENSGALP00000007492	ENSGALG00000004740	ENSGALP00000057191	76.98899999999999	0.0
ENSGALG00000026467	ENSGALP00000041251	ENSGALG00000008275	ENSGALP00000013453	88.318	3.1399999999999993e-111
ENSGALG00000046107	ENSGALP00000064162	ENSGALG00000000038	ENSGALP00000000050	99.62799999999999	0.0
ENSGALG00000052876	ENSGALP00000072935	ENSGALG00000032405	ENSGALP00000067543	92.353	0.0
ENSGALG00000044472	ENSGALP00000074093	ENSGALG00000050132	ENSGALP00000066510	99.425	0.0
ENSGALG00000037170	ENSGALP00000054223	ENSGALG00000019835	ENSGALP00000065375	46.042	1.4999999999999994e-140
ENSGALG00000039572	ENSGALP00000056700	ENSGALG00000029212	ENSGALP00000054257	51.273999999999994	0.0
ENSGALG00000004646	ENSGALP00000007389	ENSGALG00000004657	ENSGALP00000066885	56.68	1.4099999999999996e-100
ENSGALG00000049659	ENSGALP00000040018	ENSGALG00000053813	ENSGALP00000040015	96.899	6.37e-83
ENSGALG00000000892	ENSGALP00000001310	ENSGALG00000000911	ENSGALP00000001338	24.831999999999997	2.0799999999999998e-10
ENSGALG00000047420	ENSGALP00000060506	ENSGALG00000047476	ENSGALP00000072117	99.01	9.669999999999998e-66
ENSGALG00000047812	ENSGALP00000065388	ENSGALG00000047783	ENSGALP00000073937	99.065	1.4699999999999999e-71
ENSGALG00000013365	ENSGALP00000021769	ENSGALG00000001948	ENSGALP00000003011	73.814	0.0
ENSGALG00000026655	ENSGALP00000071110	ENSGALG00000028039	ENSGALP00000052383	89.68799999999999	0.0
ENSGALG00000038260	ENSGALP00000052651	ENSGALG00000015002	ENSGALP00000024148	19.929000000000002	3.6e-06
