ENSAMEG00000000271;ENSAMEP00000000282;71.4286;Ailuropoda_melanoleuca;Homo_sapiens;9B
ENSACLG00000003798;ENSACLP00000005629;18.75;Astatotilapia_calliptera;Homo_sapiens;9B
ENSBBBG00000016601;ENSBBBP00000022613;70.7547;Bison_bison_bison;Homo_sapiens;9B
ENSBTAG00000009943;ENSBTAP00000013116;70.5357;Bos_taurus;Homo_sapiens;9B
ENSCJAG00000045342;ENSCJAP00000063867;82.4561;Callithrix_jacchus;Homo_sapiens;9B
ENSCDRG00005008249;ENSCDRP00005011616;69.9115;Camelus_dromedarius;Homo_sapiens;9B
ENSCAFG00000029542;ENSCAFP00000036196;37.0892;Canis_lupus_familiaris;Homo_sapiens;9B
ENSCHIG00000017060;ENSCHIP00000017019;69.6429;Capra_hircus;Homo_sapiens;9B
ENSCCNG00000014180;ENSCCNP00000013686;70.7965;Castor_canadensis;Homo_sapiens;9B
ENSCWAG00000009125;ENSCWAP00000011664;68.75;Catagonus_wagneri;Homo_sapiens;9B
ENSCPOG00000032648;ENSCPOP00000023063;61.4035;Cavia_porcellus;Homo_sapiens;9B
ENSCATG00000041701;ENSCATP00000037982;92.1053;Cercocebus_atys;Homo_sapiens;9B
ENSCLAG00000005901;ENSCLAP00000008428;68.1416;Chinchilla_lanigera;Homo_sapiens;9B
ENSCSAG00000011060;ENSCSAP00000007274;90.3509;Chlorocebus_sabaeus;Homo_sapiens;9B
ENSDARG00000071499;ENSDARP00000096549;20.1258;Danio_rerio;Homo_sapiens;9B
ENSDNOG00000042103;ENSDNOP00000029249;66.6667;Dasypus_novemcinctus;Homo_sapiens;9B
ENSECAG00000013872;ENSECAP00000046436;38.3495;Equus_caballus;Homo_sapiens;9B
ENSFCAG00000029190;ENSFCAP00000021151;47.4684;Felis_catus;Homo_sapiens;9B
ENSGGOG00000037002;ENSGGOP00000038150;91.1765;Gorilla_gorilla;Homo_sapiens;9B
ENSHBUG00000020431;ENSHBUP00000033480;18.75;Haplochromis_burtoni;Homo_sapiens;9B
ENSG00000143184;ENSP00000356792;95.614;Homo_sapiens;Homo_sapiens;9B
ENSHHUG00000042088;ENSHHUP00000071641;25.7143;Hucho_hucho;Homo_sapiens;9B
ENSSTOG00000014588;ENSSTOP00000013069;60.177;Ictidomys_tridecemlineatus;Homo_sapiens;9B
ENSLAFG00000017780;ENSLAFP00000014907;75.4386;Loxodonta_africana;Homo_sapiens;9B
ENSLCNG00005022454;ENSLCNP00005034557;65.1786;Lynx_canadensis;Homo_sapiens;9B
ENSMMUG00000013779;ENSMMUP00000074521;92.1053;Macaca_mulatta;Homo_sapiens;9B
ENSMUGG00000015301;ENSMUGP00000018028;55.2632;Meriones_unguiculatus;Homo_sapiens;9B
ENSMAUG00000001442;ENSMAUP00000001916;61.4035;Mesocricetus_auratus;Homo_sapiens;9B
ENSMICG00000042806;ENSMICP00000040622;75.4386;Microcebus_murinus;Homo_sapiens;9B
ENSMODG00000002933;ENSMODP00000003571;49.1667;Monodelphis_domestica;Homo_sapiens;9B
ENSMALG00000021794;ENSMALP00000031587;15.3153;Monopterus_albus;Homo_sapiens;9B
ENSMMSG00000004145;ENSMMSP00000005543;68.75;Moschus_moschiferus;Homo_sapiens;9B
ENSMUSG00000026573;ENSMUSP00000027860;60.5263;Mus_musculus;Homo_sapiens;9B
ENSMPUG00000000517;ENSMPUP00000000511;66.0714;Mustela_putorius_furo;Homo_sapiens;9B
ENSMLUG00000011950;ENSMLUP00000010881;65.1786;Myotis_lucifugus;Homo_sapiens;9B
ENSNBRG00000021118;ENSNBRP00000027682;19.5312;Neolamprologus_brichardi;Homo_sapiens;9B
ENSNVIG00000024486;ENSNVIP00000031819;66.0714;Neovison_vison;Homo_sapiens;9B
ENSOPRG00000006314;ENSOPRP00000005785;64.0351;Ochotona_princeps;Homo_sapiens;9B
ENSODEG00000001554;ENSODEP00000001975;69.0266;Octodon_degus;Homo_sapiens;9B
ENSONIG00000027385;ENSONIP00000033519;18.3206;Oreochromis_niloticus;Homo_sapiens;9B
ENSOCUG00000012952;ENSOCUP00000011149;68.4211;Oryctolagus_cuniculus;Homo_sapiens;9B
ENSORLG00000028943;ENSORLP00000029869;14.9254;Oryzias_latipes;Homo_sapiens;9B
ENSOARG00000009100;ENSOARP00000009767;66.0714;Ovis_aries;Homo_sapiens;9B
ENSPANG00000035235;ENSPANP00000045872;92.1053;Papio_anubis;Homo_sapiens;9B
ENSPEMG00000019474;ENSPEMP00000021979;59.292;Peromyscus_maniculatus_bairdii;Homo_sapiens;9B
ENSPCIG00000030540;ENSPCIP00000041855;48.3051;Phascolarctos_cinereus;Homo_sapiens;9B
ENSPCTG00005003450;ENSPCTP00005004869;71.4286;Physeter_catodon;Homo_sapiens;9B
ENSPPYG00000000538;ENSPPYP00000000628;96.4912;Pongo_abelii;Homo_sapiens;9B
ENSPNYG00000005133;ENSPNYP00000006642;18.75;Pundamilia_nyererei;Homo_sapiens;9B
ENSRNOG00000002964;ENSRNOP00000003976;55.2632;Rattus_norvegicus;Homo_sapiens;9B
ENSSHAG00000018950;ENSSHAP00000022388;47.8632;Sarcophilus_harrisii;Homo_sapiens;9B
ENSSFOG00015010836;ENSSFOP00015016808;23.5294;Scleropages_formosus;Homo_sapiens;9B
ENSSSUG00005003642;ENSSSUP00005005582;66.9643;Suricata_suricatta;Homo_sapiens;9B
ENSSSCG00000006298;ENSSSCP00000006715;70.0;Sus_scrofa;Homo_sapiens;9B
ENSTGEG00000029328;ENSTGEP00000036819;91.2281;Theropithecus_gelada;Homo_sapiens;9B
ENSTBEG00000014125;ENSTBEP00000012225;65.1376;Tupaia_belangeri;Homo_sapiens;9B
ENSTTRG00000021400;ENSTTRP00000016606;70.0;Tursiops_truncatus;Homo_sapiens;9B
ENSUMAG00000017370;ENSUMAP00000023872;71.4286;Ursus_maritimus;Homo_sapiens;9B
ENSVURG00010004027;ENSVURP00010005117;49.1525;Vombatus_ursinus;Homo_sapiens;9B
ENSVVUG00000026258;ENSVVUP00000036678;54.1667;Vulpes_vulpes;Homo_sapiens;9B
ENSAMEG00000015146;ENSAMEP00000016008;32.0935;Ailuropoda_melanoleuca;Homo_sapiens;38A
ENSBBBG00000003371;ENSBBBP00000005839;85.5769;Bison_bison_bison;Homo_sapiens;38A
ENSBTAG00000026286;ENSBTAP00000012908;88.8421;Bos_taurus;Homo_sapiens;38A
ENSCJAG00000002797;ENSCJAP00000073775;92.973;Callithrix_jacchus;Homo_sapiens;38A
ENSCDRG00005017453;ENSCDRP00005025313;89.852;Camelus_dromedarius;Homo_sapiens;38A
ENSCAFG00000011367;ENSCAFP00000016727;87.7876;Canis_lupus_familiaris;Homo_sapiens;38A
ENSCHIG00000011875;ENSCHIP00000008817;85.6684;Capra_hircus;Homo_sapiens;38A
ENSCCNG00000031437;ENSCCNP00000033194;69.9029;Castor_canadensis;Homo_sapiens;38A
ENSCWAG00000007762;ENSCWAP00000009997;88.6076;Catagonus_wagneri;Homo_sapiens;38A
ENSCPOG00000022638;ENSCPOP00000017330;76.7302;Cavia_porcellus;Homo_sapiens;38A
ENSCATG00000031171;ENSCATP00000014263;91.3187;Cercocebus_atys;Homo_sapiens;38A
ENSCLAG00000009126;ENSCLAP00000013218;80.9372;Chinchilla_lanigera;Homo_sapiens;38A
ENSCSAG00000018260;ENSCSAP00000014253;31.4856;Chlorocebus_sabaeus;Homo_sapiens;38A
ENSDNOG00000043641;ENSDNOP00000023576;84.9315;Dasypus_novemcinctus;Homo_sapiens;38A
ENSDLEG00000019257;ENSDLEP00000026615;84.1463;Delphinapterus_leucas;Homo_sapiens;38A
ENSECAG00000021592;ENSECAP00000019210;88.5956;Equus_caballus;Homo_sapiens;38A
ENSFCAG00000053095;ENSFCAP00000053190;62.1849;Felis_catus;Homo_sapiens;38A
ENSGACG00000009534;ENSGACP00000012560;45.5446;Gasterosteus_aculeatus;Homo_sapiens;38A
ENSGAGG00000019635;ENSGAGP00000026976;33.5106;Gopherus_agassizii;Homo_sapiens;38A
ENSGGOG00000040630;ENSGGOP00000033295;98.9463;Gorilla_gorilla;Homo_sapiens;38A
ENSG00000196275;ENSP00000498563;6.93069;Homo_sapiens;Homo_sapiens;38A
ENSSTOG00000032504;ENSSTOP00000031551;79.4652;Ictidomys_tridecemlineatus;Homo_sapiens;38A
