ENSANIG00000011448;ENSANIP00000016834;40.1639;Accipiter_nisus;Homo_sapiens;32A
ENSAMEG00000017083;ENSAMEP00000018050;85.2071;Ailuropoda_melanoleuca;Homo_sapiens;32A
ENSACAG00000025194;ENSACAP00000018662;34.7561;Anolis_carolinensis;Homo_sapiens;32A
ENSAOWG00000018648;ENSAOWP00000027684;35.443;Apteryx_owenii;Homo_sapiens;32A
ENSACCG00020000964;ENSACCP00020001375;38.4;Aquila_chrysaetos_chrysaetos;Homo_sapiens;32A
ENSAMXG00000014017;ENSAMXP00000014422;42.3611;Astyanax_mexicanus;Homo_sapiens;32A
ENSBBBG00000012362;ENSBBBP00000019141;84.4595;Bison_bison_bison;Homo_sapiens;32A
ENSBTAG00000010330;ENSBTAP00000013640;84.4595;Bos_taurus;Homo_sapiens;32A
ENSCJAG00000044826;ENSCJAP00000024432;90.6736;Callithrix_jacchus;Homo_sapiens;32A
ENSCDRG00005020290;ENSCDRP00005029644;83.1081;Camelus_dromedarius;Homo_sapiens;32A
ENSCAFG00000003964;ENSCAFP00000048106;71.8121;Canis_lupus_familiaris;Homo_sapiens;32A
ENSCHIG00000022034;ENSCHIP00000025137;85.1351;Capra_hircus;Homo_sapiens;32A
ENSCARG00000030246;ENSCARP00000067260;46.8966;Carassius_auratus;Homo_sapiens;32A
ENSCCNG00000004500;ENSCCNP00000004265;82.4324;Castor_canadensis;Homo_sapiens;32A
ENSCWAG00000019146;ENSCWAP00000025182;85.1351;Catagonus_wagneri;Homo_sapiens;32A
ENSCPOG00000000268;ENSCPOP00000000236;81.6327;Cavia_porcellus;Homo_sapiens;32A
ENSCATG00000035171;ENSCATP00000023194;94.3299;Cercocebus_atys;Homo_sapiens;32A
ENSCLAG00000015726;ENSCLAP00000022922;70.1219;Chinchilla_lanigera;Homo_sapiens;32A
ENSCSAG00000018118;ENSCSAP00000014136;93.7824;Chlorocebus_sabaeus;Homo_sapiens;32A
ENSCHOG00000006879;ENSCHOP00000006091;62.1951;Choloepus_hoffmanni;Homo_sapiens;32A
ENSCCRG00000048484;ENSCCRP00000089331;45.2055;Cyprinus_carpio;Homo_sapiens;32A
ENSDARG00000057789;ENSDARP00000074998;45.6954;Danio_rerio;Homo_sapiens;32A
ENSDNOG00000016157;ENSDNOP00000012525;73.4043;Dasypus_novemcinctus;Homo_sapiens;32A
ENSDLEG00000005181;ENSDLEP00000006983;83.1081;Delphinapterus_leucas;Homo_sapiens;32A
ENSDORG00000016374;ENSDORP00000015408;85.8108;Dipodomys_ordii;Homo_sapiens;32A
ENSDNVG00000005440;ENSDNVP00000007667;44.5205;Dromaius_novaehollandiae;Homo_sapiens;32A
ENSECAG00000000289;ENSECAP00000000207;84.2105;Equus_caballus;Homo_sapiens;32A
ENSFCAG00000004670;ENSFCAP00000060543;64.9682;Felis_catus;Homo_sapiens;32A
